organization,abbreviation,type,domain,scope,hq_country,founded,url,pep_url,pep_label
Central American Parliament,PARLACEN,Treaty IGO,General,Sub-regional,Guatemala,1991,https://www.parlacen.int,https://parlacen.int/junta-directiva,Junta Directiva
Central American Parliament,PARLACEN,Treaty IGO,General,Sub-regional,Guatemala,1991,https://www.parlacen.int,https://parlacen.int/elecciones,Board elections
Central European Initiative,CEI,Treaty IGO,General,Sub-regional,Italy,1989,https://www.cei.int,https://www.cei.int/Secretariat,Executive Secretariat
Central European Initiative,CEI,Treaty IGO,General,Sub-regional,Italy,1989,https://www.cei.int,https://www.cei.int/SecretaryGeneral,Secretary General
Commonwealth of Independent States,CIS,Treaty IGO,General,Regional,Belarus,1991,https://cis.minsk.by,https://cis.minsk.by/page/19324,Executive Committee leadership
Commonwealth of Independent States,CIS,Treaty IGO,General,Regional,Belarus,1991,https://cis.minsk.by,https://cis.minsk.by/page/19300,Deputy Secretaries-General
Commonwealth of Independent States,CIS,Treaty IGO,General,Regional,Belarus,1991,https://cis.minsk.by,https://cis.minsk.by/page/show?id=19305,CIS bodies
Commonwealth of Nations,Commonwealth,Treaty IGO,General,Global,United Kingdom,1949,https://thecommonwealth.org,https://thecommonwealth.org/secretary-general-shirley-botchwey,Secretary-General
Commonwealth of Nations,Commonwealth,Treaty IGO,General,Global,United Kingdom,1949,https://thecommonwealth.org,https://thecommonwealth.org/latest/secretary-general,Secretary-General
Commonwealth of Nations,Commonwealth,Treaty IGO,General,Global,United Kingdom,1949,https://thecommonwealth.org,https://thecommonwealth.org/about-us,About / governance
Community of Latin American and Caribbean States,CELAC,Treaty IGO,General,Regional,?,2010,https://celacinternational.org,,
Community of Portuguese Language Countries,CPLP,Treaty IGO,General,Global,Portugal,1996,https://www.cplp.org,https://secretariadoexecutivo.cplp.org/quem-somos/estrutura/,Secretariat structure
Community of Portuguese Language Countries,CPLP,Treaty IGO,General,Global,Portugal,1996,https://www.cplp.org,https://www.cplp.org/organizacao/orgaos/secretariado-executivo/,Executive Secretariat
Community of Sahel-Saharan States,CEN-SAD,Treaty IGO,General,Sub-regional,Chad,1998,https://censad.int,https://censad.int/en/executive-secretariat/the-office/,Secretariat office
Community of Sahel-Saharan States,CEN-SAD,Treaty IGO,General,Sub-regional,Chad,1998,https://censad.int,https://censad.int/en/executive-secretariat/the-executive-secretary/,Executive Secretary
Community of Sahel-Saharan States,CEN-SAD,Treaty IGO,General,Sub-regional,Chad,1998,https://censad.int,https://censad.int/en/executive-secretariat/,Executive Secretariat
Council of Europe,CoE,Treaty IGO,General,Regional,France,1949,https://www.coe.int,https://www.coe.int/en/web/about-us/structure,Structure
Council of Europe,CoE,Treaty IGO,General,Regional,France,1949,https://www.coe.int,https://www.coe.int/en/web/secretary-general,Secretary General
Council of Europe,CoE,Treaty IGO,General,Regional,France,1949,https://www.coe.int,https://www.coe.int/en/web/cm/about-cm,Committee of Ministers
Council of the Baltic Sea States,CBSS,Treaty IGO,General,Sub-regional,Sweden,1992,https://www.cbss.org,https://cbss.org/about-us/our-staff/,Our Staff
Council of the Baltic Sea States,CBSS,Treaty IGO,General,Sub-regional,Sweden,1992,https://www.cbss.org,https://cbss.org/director-general/,Director General
Council of the Baltic Sea States,CBSS,Treaty IGO,General,Sub-regional,Sweden,1992,https://www.cbss.org,https://cbss.org/about-us/structure/secretariat/,Secretariat
East African Community,EAC,Treaty IGO,General,Sub-regional,Tanzania,2000,https://www.eac.int,https://www.eac.int/about-eac/leadership,EAC Leadership
East African Community,EAC,Treaty IGO,General,Sub-regional,Tanzania,2000,https://www.eac.int,https://www.eac.int/leadership-team,Leadership Team
East African Community,EAC,Treaty IGO,General,Sub-regional,Tanzania,2000,https://www.eac.int,https://www.eac.int/the-secretariat,The Secretariat
Economic Community of Central African States,ECCAS,Treaty IGO,General,Sub-regional,Gabon,1983,https://ceeac-eccas.org,https://www.ceeac-eccas.org/2023/05/24/who-are-we/,Who are we / organs
Economic Community of Central African States,ECCAS,Treaty IGO,General,Sub-regional,Gabon,1983,https://ceeac-eccas.org,https://ceeac-eccas.org/2026/01/25/une-nouvelle-impulsion-pour-la-gouvernance-de-la-ceeac/,Commission appointments
Economic Community of West African States,ECOWAS,Treaty IGO,General,Sub-regional,Nigeria,1975,https://www.ecowas.int,https://ecowas.int/institutions/the-commission/?page_id=1532,The Commission
Forum for East Asia-Latin America Cooperation,FEALAC,Treaty IGO,General,Regional,South Korea,1999,https://www.fealac.org,,
Gulf Cooperation Council,GCC,Treaty IGO,General,Sub-regional,Saudi Arabia,1981,https://www.gcc-sg.org,https://www.gcc-sg.org/en/GeneralSecretariat/SecretaryGeneral/Pages/default.aspx,Secretary-General
Gulf Cooperation Council,GCC,Treaty IGO,General,Sub-regional,Saudi Arabia,1981,https://www.gcc-sg.org,https://www.gcc-sg.org/en-us/AboutGCC/Pages/OrganizationalStructure.aspx,Organizational Structure
Gulf Cooperation Council,GCC,Treaty IGO,General,Sub-regional,Saudi Arabia,1981,https://www.gcc-sg.org,https://www.gcc-sg.org/en-us/GeneralSecretariat/Pages/default.aspx,Secretariat General
Ibero-American General Secretariat,SEGIB,Treaty IGO,General,Regional,Spain,2005,https://www.segib.org,https://www.segib.org/en/who-we-are/ibero-american-deputy-general-secretary/,Deputy General Secretary
Ibero-American General Secretariat,SEGIB,Treaty IGO,General,Regional,Spain,2005,https://www.segib.org,https://www.segib.org/en/section/secretaria-general-en/,Secretary General
Indian Ocean Commission,COI,Treaty IGO,General,Sub-regional,Mauritius,1984,https://www.commissionoceanindien.org,https://www.commissionoceanindien.org/en/the-ioc-general-secretariat/,General Secretariat
Inter-American Children's Institute,IIN,Treaty IGO,General,Regional,Uruguay,1927,https://www.iin.oea.org,http://iin.oea.org/en/estructura.html,Structure
Inter-American Children's Institute,IIN,Treaty IGO,General,Regional,Uruguay,1927,https://www.iin.oea.org,http://iin.oea.org/en/reunion-95.html,Directing Council
Inter-American Commission of Women,CIM,Treaty IGO,General,Regional,United States,1928,https://www.oas.org/en/cim,https://www.oas.org/ext/en/main/oas/our-structure/gs/CIM-Executive-Secretariat,Executive Secretariat
Inter-American Commission of Women,CIM,Treaty IGO,General,Regional,United States,1928,https://www.oas.org/en/cim,https://www.oas.org/en/cim/assembly.asp,Assembly of Delegates
Intergovernmental Authority on Development,IGAD,Treaty IGO,General,Sub-regional,Djibouti,1996,https://igad.int,https://igad.int/seniormanagement/,Senior Management
Intergovernmental Authority on Development,IGAD,Treaty IGO,General,Sub-regional,Djibouti,1996,https://igad.int,https://igad.int/executive-secretary/,Executive Secretary
Intergovernmental Authority on Development,IGAD,Treaty IGO,General,Sub-regional,Djibouti,1996,https://igad.int,https://igad.int/about/,IGAD Structure
League of Arab States,Arab League,Treaty IGO,General,Regional,Egypt,1945,https://www.leagueofarabstates.net,http://www.leagueofarabstates.net/en/secretarygeneral/Pages/default.aspx?imgLib=SgPhotos,Secretary-General
Mekong-Ganga Cooperation,MGC,Treaty IGO,General,Sub-regional,India,2000,?,https://mgc.gov.in/about,About / Structure
Melanesian Spearhead Group,MSG,Treaty IGO,General,Sub-regional,Vanuatu,1986,https://msgsec.info,https://msgsec.info/our-team/,Our Team
Melanesian Spearhead Group,MSG,Treaty IGO,General,Sub-regional,Vanuatu,1986,https://msgsec.info,https://msgsec.info/acting-director-general-ilan-kiloe/,Acting Director General
Melanesian Spearhead Group,MSG,Treaty IGO,General,Sub-regional,Vanuatu,1986,https://msgsec.info,https://msgsec.info/about-msg-secretariat/,About Secretariat
Nordic Council,Nordic Council,Treaty IGO,General,Sub-regional,Denmark,1952,https://www.norden.org,https://www.norden.org/en/information/about-nordic-council-presidium,Presidium
Nordic Council,Nordic Council,Treaty IGO,General,Sub-regional,Denmark,1952,https://www.norden.org,https://www.norden.org/en/information/about-nordic-council-secretariat,Secretariat
Nordic Council,Nordic Council,Treaty IGO,General,Sub-regional,Denmark,1952,https://www.norden.org,https://norden.org/en/information/key-individuals,Key Individuals
Organisation of Eastern Caribbean States,OECS,Treaty IGO,General,Sub-regional,Saint Lucia,1981,https://www.oecs.org,https://www.oecs.org/en/oecs-leadership-team,Leadership Team
Organisation of Eastern Caribbean States,OECS,Treaty IGO,General,Sub-regional,Saint Lucia,1981,https://www.oecs.org,https://www.oecs.org/who-we-are/our-structure,OECS Structure
Organisation of Islamic Cooperation,OIC,Treaty IGO,General,Regional,Saudi Arabia,1969,https://www.oic-oci.org,https://www.oic-oci.org/page/?p_id=38&p_ref=14&lan=en,General Secretariat
Organisation of Islamic Cooperation,OIC,Treaty IGO,General,Regional,Saudi Arabia,1969,https://www.oic-oci.org,https://www.oic-oci.org/en/departments/24,Cabinet of Secretary General
Organisation of Islamic Cooperation,OIC,Treaty IGO,General,Regional,Saudi Arabia,1969,https://www.oic-oci.org,https://www.oic-oci.org/page/?p_id=58&p_ref=30&lan=en,Secretary-General biography
Organization for Democracy and Economic Development,GUAM,Treaty IGO,General,Regional,Ukraine,1997,https://guam-organization.org,https://guam-organization.org/en/category/secretary-general/,Secretary General
Organization for Democracy and Economic Development,GUAM,Treaty IGO,General,Regional,Ukraine,1997,https://guam-organization.org,https://guam-organization.org/en/provision-on-the-secretariat-of-the-organization-for-democracy-and-economic-development-guam/,Secretariat provision
Organization of American States,OAS,Treaty IGO,General,Regional,United States,1948,https://www.oas.org,https://www.oas.org/en/about/secretary_general.asp,Secretary General
Organization of American States,OAS,Treaty IGO,General,Regional,United States,1948,https://www.oas.org,https://www.oas.org/en/about/general_secretariat.asp,General Secretariat
Organization of American States,OAS,Treaty IGO,General,Regional,United States,1948,https://www.oas.org,https://www.oas.org/en/about/our_structure.asp,Our Structure
Organization of Turkic States,OTS,Treaty IGO,General,Regional,Turkey,2009,https://www.turkicstates.org,https://turkicstates.org/en/secretary-general,Secretary General
Organization of Turkic States,OTS,Treaty IGO,General,Regional,Turkey,2009,https://www.turkicstates.org,https://turkicstates.org/en/organization-chart,Organization Chart
Organization of Turkic States,OTS,Treaty IGO,General,Regional,Turkey,2009,https://www.turkicstates.org,https://www.turkicstates.org/en/deputies-secretary-general,Deputies Secretary General
Pacific Islands Forum,PIF,Treaty IGO,General,Regional,Fiji,1971,https://www.forumsec.org,https://forumsec.org/executive-office,Executive Office
Pacific Islands Forum,PIF,Treaty IGO,General,Regional,Fiji,1971,https://www.forumsec.org,https://forumsec.org/secretary-general,Secretary General
Pacific Islands Forum,PIF,Treaty IGO,General,Regional,Fiji,1971,https://www.forumsec.org,https://forumsec.org/forum-secretariat-and-staff,Secretariat and Staff
Pan-African Parliament,PAP,Treaty IGO,General,Regional,South Africa,2004,https://www.panafricanparliament.org,http://www.panafricanparliament.org/index.php/about-us,About Us
Pan-African Parliament,PAP,Treaty IGO,General,Regional,South Africa,2004,https://www.panafricanparliament.org,http://panafricanparliament.org/index.php/news-and-events/248-hon-chief-charumbira-takes-over-as-acting-president-of-the-pap,Acting President
Parliament of MERCOSUR,PARLASUR,Treaty IGO,General,Sub-regional,Uruguay,2005,https://www.parlamentomercosur.org,https://parlamentomercosur.org/innovaportal/v/166/1/parlasur/mesa-directiva.html,Mesa Directiva
Parliament of MERCOSUR,PARLASUR,Treaty IGO,General,Sub-regional,Uruguay,2005,https://www.parlamentomercosur.org,https://www.parlamentomercosur.org/innovaportal/v/148/1/parlasur/organizacion.html,Organizacion
Parliament of MERCOSUR,PARLASUR,Treaty IGO,General,Sub-regional,Uruguay,2005,https://www.parlamentomercosur.org,https://www.parlamentomercosur.org/innovaportal/v/20490/1/parlasur/integrantes.html,Integrantes
Parliamentary Union of the OIC Member States,PUIC,Treaty IGO,General,Regional,Iran,1999,https://en.puic.org,https://en.puic.org/news/595,Secretary General CV
Parliamentary Union of the OIC Member States,PUIC,Treaty IGO,General,Regional,Iran,1999,https://en.puic.org,https://en.puic.org/news/638,Introduction
Polynesian Leaders Group,PLG,Treaty IGO,General,Sub-regional,Samoa,2011,?,,
South Asian Association for Regional Cooperation,SAARC,Treaty IGO,General,Regional,Nepal,1985,https://www.saarc-sec.org,https://nepal.saarc-sec.org/index.php/about-saarc/about-secretariat/secretary-general,Secretary General
South Asian Association for Regional Cooperation,SAARC,Treaty IGO,General,Regional,Nepal,1985,https://www.saarc-sec.org,https://www.saarc-sec.org/index.php/about-saarc/about-secretariat/directors,Directors
South Asian Association for Regional Cooperation,SAARC,Treaty IGO,General,Regional,Nepal,1985,https://www.saarc-sec.org,https://nepal.saarc-sec.org/index.php/about-saarc/about-secretariat/former-secretaries-general,Former Secretaries General
Southern African Development Community,SADC,Treaty IGO,General,Sub-regional,Botswana,1992,https://www.sadc.int,https://www.sadc.int/secretariat,SADC Secretariat
Southern African Development Community,SADC,Treaty IGO,General,Sub-regional,Botswana,1992,https://www.sadc.int,https://dev-www.sadc.int/sadc-secretariat/directorates,Directorates and Units
Union for the Mediterranean,UfM,Treaty IGO,General,Regional,Spain,2008,https://ufmsecretariat.org,https://ufmsecretariat.org/structure/secretarygeneral/,Secretary General
Union for the Mediterranean,UfM,Treaty IGO,General,Regional,Spain,2008,https://ufmsecretariat.org,https://ufmsecretariat.org/who-we-are/structure/,Structure
Union for the Mediterranean,UfM,Treaty IGO,General,Regional,Spain,2008,https://ufmsecretariat.org,https://ufmsecretariat.org/structure/head-of-cabinet/,Cabinet of Secretary General
Union of South American Nations,UNASUR,Treaty IGO,General,Regional,Ecuador,2008,https://www.unasursg.org,https://unasursg.org/es/secretaria-general/secretario-general.html,Secretary General
